candidate_id,target_cik,filer_name,filer_tickers,sic_codes,sec_signal_date,last_related_filing_date,event_class,confidence,adjudication_status,model_label_eligible,filing_forms,accession_numbers,primary_source_urls,filing_count,review_notes
3deb439f5a71baf467d6,897075,REPROS THERAPEUTICS INC.,[],"[""2836""]",2018-01-03,2018-01-30,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001144204-18-000566"", ""0001144204-18-001080"", ""0001144204-18-002857"", ""0001144204-18-004067"", ""0001144204-18-004430""]","[""https://www.sec.gov/Archives/edgar/data/897075/000114420418000566/tv482484_sc14da9.htm"", ""https://www.sec.gov/Archives/edgar/data/897075/000114420418001080/tv482783_sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/897075/000114420418002857/tv483640_sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/897075/000114420418004067/tv484202_sc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/897075/000114420418004430/tv484355_sc14d9a.htm""]",5,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
59265db76f982f3f75ae,1611787,Advanced Accelerator Applications S.A.,[],"[""2834""]",2018-01-08,2018-02-01,merger_proxy_filer,review_required,pending_review,False,"[""SC 14D9/A""]","[""0001104659-18-001292"", ""0001104659-18-001964"", ""0001104659-18-003183"", ""0001104659-18-005860""]","[""https://www.sec.gov/Archives/edgar/data/1611787/000110465918001292/a18-2427_1sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1611787/000110465918001964/a18-2794_1sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1611787/000110465918003183/a18-3541_1sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1611787/000110465918005860/a18-5126_1sc14d9a.htm""]",4,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
10dbce90eb1b3d72e5e4,1557421,"Ignyta, Inc.",[],"[""2834""]",2018-01-10,2018-02-08,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-18-007788"", ""0001193125-18-014732"", ""0001193125-18-018455"", ""0001193125-18-027935"", ""0001193125-18-035583""]","[""https://www.sec.gov/Archives/edgar/data/1557421/000119312518007788/d525073dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1557421/000119312518014732/d519534dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1557421/000119312518018455/d522795dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1557421/000119312518027935/d482806dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1557421/000119312518035583/d538195dsc14d9a.htm""]",5,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
4f5c1e9873fad4681116,1365216,"Sucampo Pharmaceuticals, Inc.",[],"[""2834""]",2018-01-16,2018-02-13,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-18-011313"", ""0001193125-18-019718"", ""0001193125-18-024459"", ""0001193125-18-031491"", ""0001193125-18-032193"", ""0001193125-18-038123"", ""0001193125-18-040379"", ""0001193125-18-041459""]","[""https://www.sec.gov/Archives/edgar/data/1365216/000119312518011313/d524880dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1365216/000119312518019718/d461209dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1365216/000119312518024459/d534342dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1365216/000119312518031491/d526549dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1365216/000119312518032193/d507351dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1365216/000119312518038123/d539699dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1365216/000119312518040379/d454874dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1365216/000119312518041459/d538701dsc14d9a.htm""]",8,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
d67f9dbe8d11eaa277c4,1594864,"Juno Therapeutics, Inc.",[],"[""2836""]",2018-01-23,2018-03-05,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-18-017233"", ""0001193125-18-030824"", ""0001193125-18-046064"", ""0001193125-18-050526"", ""0001193125-18-050574"", ""0001193125-18-051174"", ""0001193125-18-051591"", ""0001193125-18-064342"", ""0001193125-18-069623""]","[""https://www.sec.gov/Archives/edgar/data/1594864/000119312518017233/d526690dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1594864/000119312518030824/d514862dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1594864/000119312518046064/d542820dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594864/000119312518050526/d542099dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594864/000119312518050574/d541895dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594864/000119312518051174/d543312dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594864/000119312518051591/d531878dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594864/000119312518064342/d551805dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594864/000119312518069623/d544288dsc14d9a.htm""]",9,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
f2cb6536654ff119b7a4,1412067,"Cascadian Therapeutics, Inc.",[],"[""8731""]",2018-02-08,2018-03-09,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-18-036471"", ""0001193125-18-045970"", ""0001193125-18-048669"", ""0001193125-18-058600"", ""0001193125-18-075973""]","[""https://www.sec.gov/Archives/edgar/data/1412067/000119312518036471/d529285dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1412067/000119312518045970/d540192dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1412067/000119312518048669/d537336dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1412067/000119312518058600/d546202dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1412067/000119312518075973/d548797dsc14d9a.htm""]",5,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
082936b63ff85fe5824b,1681689,Bioverativ Inc.,[],"[""2834""]",2018-02-08,2018-03-08,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001047469-18-000655"", ""0001104659-18-008088"", ""0001104659-18-010722"", ""0001104659-18-011705"", ""0001104659-18-013431"", ""0001104659-18-015692""]","[""https://www.sec.gov/Archives/edgar/data/1681689/000104746918000655/a2234467zsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1681689/000110465918008088/a18-3785_4sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1681689/000110465918010722/a18-3785_5sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1681689/000110465918011705/a18-3785_6sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1681689/000110465918013431/a18-3785_7sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1681689/000110465918015692/a18-3785_8sc14d9a.htm""]",6,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
d2bf98d72dde398b3a83,1003642,IMPAX LABORATORIES INC,[],"[""2834""]",2018-02-12,2018-02-12,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001193125-18-040279""]","[""https://www.sec.gov/Archives/edgar/data/1003642/000119312518040279/d474326ddefm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
dc691407d6ec10924c8d,861838,"IDERA PHARMACEUTICALS, INC.",[],"[""2836""]",2018-03-29,2018-05-30,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001047469-18-002331"", ""0001047469-18-004164""]","[""https://www.sec.gov/Archives/edgar/data/861838/000104746918002331/a2235136zdefm14a.htm"", ""https://www.sec.gov/Archives/edgar/data/861838/000104746918004164/a2235897zdefm14a.htm""]",2,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
82f08ac3a7ebe20bd04e,882796,BIOCRYST PHARMACEUTICALS INC,"[""BCRX""]","[""2836""]",2018-03-29,2018-05-30,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001047469-18-002332"", ""0001047469-18-004165""]","[""https://www.sec.gov/Archives/edgar/data/882796/000104746918002332/a2235143zdefm14a.htm"", ""https://www.sec.gov/Archives/edgar/data/882796/000104746918004165/a2235899zdefm14a.htm""]",2,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
70b455548e9af8f5375e,1617582,Ablynx NV,[],"[""2836""]",2018-04-04,2018-05-14,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-18-106848"", ""0001193125-18-154372"", ""0001193125-18-162626""]","[""https://www.sec.gov/Archives/edgar/data/1617582/000119312518106848/d535295dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1617582/000119312518154372/d563474dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1617582/000119312518162626/d580749dsc14d9a.htm""]",3,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
2e452227fb747b577bf6,1652923,"AveXis, Inc.",[],"[""2836""]",2018-04-17,2018-05-15,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0000950157-18-000452"", ""0000950157-18-000492"", ""0000950157-18-000533"", ""0001047469-18-002890""]","[""https://www.sec.gov/Archives/edgar/data/1652923/000095015718000452/sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1652923/000095015718000492/sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1652923/000095015718000533/sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1652923/000104746918002890/a2235337zsc14d9.htm""]",4,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
74e33203d7dea1794a81,1581987,TiGenix NV,[],"[""2834""]",2018-04-30,2018-07-31,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-18-140662"", ""0001193125-18-161105"", ""0001193125-18-168265"", ""0001193125-18-171347"", ""0001193125-18-180473"", ""0001193125-18-185773"", ""0001193125-18-191708"", ""0001193125-18-198012"", ""0001193125-18-212531"", ""0001193125-18-213884"", ""0001193125-18-217892"", ""0001193125-18-227918"", ""0001193125-18-233479""]","[""https://www.sec.gov/Archives/edgar/data/1581987/000119312518140662/d573944dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518161105/d573944dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518168265/d588581dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518171347/d759710dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518180473/d597279dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518185773/d575212dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518191708/d608067dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518198012/d770980dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518212531/d850773dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518213884/d909624dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518217892/d499826dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518227918/d553877dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581987/000119312518233479/d561580dsc14d9a.htm""]",13,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
fba0161264e48891a521,1693664,"ARMO BioSciences, Inc.",[],"[""2834""]",2018-05-23,2018-06-22,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-18-171498"", ""0001193125-18-178667"", ""0001193125-18-188771"", ""0001193125-18-194629"", ""0001193125-18-195759"", ""0001193125-18-200275""]","[""https://www.sec.gov/Archives/edgar/data/1693664/000119312518171498/d586082dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1693664/000119312518178667/d597315dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1693664/000119312518188771/d604985dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1693664/000119312518194629/d611044dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1693664/000119312518195759/d612695dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1693664/000119312518200275/d617402dsc14d9a.htm""]",6,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
64506aaf93dcf822369d,1619087,SteadyMed Ltd.,[],"[""2834""]",2018-06-25,2018-06-25,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001047469-18-004737""]","[""https://www.sec.gov/Archives/edgar/data/1619087/000104746918004737/a2236095zdefm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
59b8cc0b3f426532a04e,821995,JUNIPER PHARMACEUTICALS INC,[],"[""2834""]",2018-07-17,2018-08-14,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-18-219280"", ""0001193125-18-232321"", ""0001193125-18-247763""]","[""https://www.sec.gov/Archives/edgar/data/821995/000119312518219280/d512395dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/821995/000119312518232321/d568672dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/821995/000119312518247763/d583977dsc14d9a.htm""]",3,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
e2e7d96bc254fadd94e5,1094038,TAPIMMUNE INC.,"[""MRKR""]","[""2834""]",2018-09-14,2018-09-14,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001144204-18-049481""]","[""https://www.sec.gov/Archives/edgar/data/1094038/000114420418049481/tv502603-defm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
44afeb682fc2800d52c1,1123979,SENOMYX INC,[],"[""8731""]",2018-10-04,2018-11-02,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-18-292750"", ""0001193125-18-298459"", ""0001193125-18-306450"", ""0001193125-18-307809"", ""0001193125-18-316328""]","[""https://www.sec.gov/Archives/edgar/data/1123979/000119312518292750/d632042dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1123979/000119312518298459/d637638dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1123979/000119312518306450/d640780dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1123979/000119312518307809/d644107dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1123979/000119312518316328/d648300dsc14d9a.htm""]",5,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
92c160a95307f69d494a,1594337,"Corium International, Inc.",[],"[""2834""]",2018-10-26,2018-11-27,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001047469-18-006880"", ""0001104659-18-066019"", ""0001104659-18-066995"", ""0001104659-18-067683"", ""0001104659-18-068766"", ""0001104659-18-070002""]","[""https://www.sec.gov/Archives/edgar/data/1594337/000104746918006880/a2236985zsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1594337/000110465918066019/a18-36617_4sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594337/000110465918066995/a18-36617_5sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594337/000110465918067683/a18-36617_6sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594337/000110465918068766/a18-36617_8sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1594337/000110465918070002/a18-40488_1sc14d9a.htm""]",6,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
c4e22fb17b914f86d149,1114220,KERYX BIOPHARMACEUTICALS INC,[],"[""2834""]",2018-10-30,2018-10-30,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001193125-18-312428""]","[""https://www.sec.gov/Archives/edgar/data/1114220/000119312518312428/d592610ddefm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
3b629fdd497cb70a259b,1544227,"OvaScience, Inc.","[""TPST""]","[""2834""]",2018-11-06,2018-11-06,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001047469-18-007059""]","[""https://www.sec.gov/Archives/edgar/data/1544227/000104746918007059/a2237055zdefm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
6caf3165110b98f3102d,1235007,ENDOCYTE INC,[],"[""2834""]",2018-11-16,2018-11-16,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001047469-18-007270""]","[""https://www.sec.gov/Archives/edgar/data/1235007/000104746918007270/a2237105zdefm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
aafbd9d78eab19226b90,1491576,"TESARO, Inc.",[],"[""2834""]",2018-12-14,2019-01-22,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001047469-18-007661"", ""0001104659-18-073364"", ""0001104659-18-073589"", ""0001104659-19-000197"", ""0001104659-19-001150"", ""0001104659-19-001917"", ""0001104659-19-002160"", ""0001104659-19-002639""]","[""https://www.sec.gov/Archives/edgar/data/1491576/000104746918007661/a2237269zsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1491576/000110465918073364/a18-41016_8sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1491576/000110465918073589/a18-41016_9sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1491576/000110465919000197/a19-1062_1sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1491576/000110465919001150/a19-1062_2sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1491576/000110465919001917/a19-1062_3sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1491576/000110465919002160/a19-1062_4sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1491576/000110465919002639/a19-1062_7sc14d9a.htm""]",8,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
41a057053ec16d332f71,1644963,"AVENUE THERAPEUTICS, INC.","[""ATXI""]","[""2834""]",2018-12-21,2018-12-21,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001144204-18-065906""]","[""https://www.sec.gov/Archives/edgar/data/1644963/000114420418065906/tv509010-defm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
af5940c6039f130189c1,1733418,Aphria Inc.,[],"[""2833""]",2018-12-28,2018-12-28,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9""]","[""0001279569-18-002536""]","[""https://www.sec.gov/Archives/edgar/data/1733418/000127956918002536/tv510034_sc14d9.htm""]",1,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
4cb9fd79cb439bde776a,1581720,"Loxo Oncology, Inc.",[],"[""2834""]",2019-01-17,2019-02-15,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-19-010967"", ""0001193125-19-024670"", ""0001193125-19-028263"", ""0001193125-19-041759""]","[""https://www.sec.gov/Archives/edgar/data/1581720/000119312519010967/d632967dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1581720/000119312519024670/d621963dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581720/000119312519028263/d702261dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1581720/000119312519041759/d716395dsc14d9a.htm""]",4,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
9b58e01887d6d9bcebbf,1572552,"Asterias Biotherapeutics, Inc.",[],"[""2836""]",2019-02-04,2019-02-04,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001493152-19-001349""]","[""https://www.sec.gov/Archives/edgar/data/1572552/000149315219001349/defm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
ef18db548786ad4b9db4,816284,CELGENE CORP /DE/,[],"[""2834""]",2019-02-22,2019-02-22,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001140361-19-003696""]","[""https://www.sec.gov/Archives/edgar/data/816284/000114036119003696/s002620x7_defm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
b2eecc683d683cb682e3,1437786,IMMUNE DESIGN CORP.,[],"[""2834""]",2019-03-05,2019-04-02,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-19-063377"", ""0001193125-19-076938"", ""0001193125-19-083838"", ""0001193125-19-095235""]","[""https://www.sec.gov/Archives/edgar/data/1437786/000119312519063377/d680204dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1437786/000119312519076938/d686831dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1437786/000119312519083838/d727572dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1437786/000119312519095235/d730059dsc14d9a.htm""]",4,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
2a8e6cb3e0f728913216,1609351,"Spark Therapeutics, Inc.",[],"[""2836""]",2019-03-07,2019-12-17,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001193125-19-066393"", ""0001193125-19-078377"", ""0001193125-19-096119"", ""0001193125-19-122456"", ""0001193125-19-146711"", ""0001193125-19-169341"", ""0001193125-19-190154"", ""0001193125-19-207945"", ""0001193125-19-235891"", ""0001193125-19-258169"", ""0001193125-19-271236"", ""0001193125-19-276938"", ""0001193125-19-298039"", ""0001193125-19-308714"", ""0001193125-19-314717"", ""0001193125-19-315459"", ""0001193125-19-315693""]","[""https://www.sec.gov/Archives/edgar/data/1609351/000119312519066393/d720810dsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519078377/d657950dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519096119/d870787dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519122456/d739192dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519146711/d701737dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519169341/d761319dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519190154/d769927dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519207945/d741319dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519235891/d783254dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519258169/d811895dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519271236/d792276dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519276938/d806266dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519298039/d838348dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519308714/d837973dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519314717/d842042dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519315459/d835335dsc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1609351/000119312519315693/d830000dsc14d9a.htm""]",17,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
e4ef58aba61055e0d4ce,1302573,OncoMed Pharmaceuticals Inc,[],"[""2834""]",2019-03-20,2019-03-20,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001193125-19-080933""]","[""https://www.sec.gov/Archives/edgar/data/1302573/000119312519080933/d680874ddefm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
c568d44e0b36b37b3f2c,1360886,"OSIRIS THERAPEUTICS, INC.",[],"[""2836""]",2019-03-20,2019-04-17,tender_offer_target,high,provisional_primary_source,False,"[""SC 14D9"", ""SC 14D9/A""]","[""0001047469-19-001440"", ""0001104659-19-017865"", ""0001104659-19-020577"", ""0001104659-19-021494"", ""0001104659-19-021765""]","[""https://www.sec.gov/Archives/edgar/data/1360886/000104746919001440/a2238152zsc14d9.htm"", ""https://www.sec.gov/Archives/edgar/data/1360886/000110465919017865/a19-6241_7sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1360886/000110465919020577/a19-8147_1sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1360886/000110465919021494/a19-8251_1sc14d9a.htm"", ""https://www.sec.gov/Archives/edgar/data/1360886/000110465919021765/a19-8251_3sc14d9a.htm""]",5,Schedule 14D-9 identifies the tender-offer subject company. Verify the first public announcement date and exclude non-control offers before promoting this candidate to a training label.
f73b22ef8c2932ac7973,921114,AmpliPhi Biosciences Corp,"[""ARMP""]","[""2836""]",2019-04-04,2019-04-04,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001144204-19-018110""]","[""https://www.sec.gov/Archives/edgar/data/921114/000114420419018110/tv517046-defm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
b4586231f8ba8e9427b8,1711675,Nightstar Therapeutics plc,[],"[""2836""]",2019-04-09,2019-04-09,merger_proxy_filer,review_required,pending_review,False,"[""DEFM14A""]","[""0001193125-19-101320""]","[""https://www.sec.gov/Archives/edgar/data/1711675/000119312519101320/d629545ddefm14a.htm""]",1,"DEFM14A indicates merger-related proxy material, but the filer may be a target, buyer, SPAC, or reverse-merger participant. Manual review required."
