candidate_id,sec_signal_date,filer_name,filer_tickers,event_class,candidate_confidence,decision,reviewed_target_cik,reviewed_target_name,reviewed_target_ticker,acquirer_name,first_public_announcement_at,transaction_structure,change_of_control_percent,transaction_status,review_primary_source_url,reviewer,reviewed_at,review_notes
b4586231f8ba8e9427b8,2019-04-09,Nightstar Therapeutics plc,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
657e35910a4479b911f5,2019-04-18,"Stellar Biotechnologies, Inc.","[""EDSA""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
566b012e9d87cad1e110,2019-06-17,"ARATANA THERAPEUTICS, INC.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
f32d56addd0fb2c0c2d1,2019-06-28,ARRAY BIOPHARMA INC,[],tender_offer_target,high,,,,,,,,,,,,,
a0c890c83c02aa25f285,2019-07-12,VICAL INC,"[""FRTX""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
222298e4d8828ffda2a3,2019-08-08,"Medpace Holdings, Inc.","[""MEDP""]",tender_offer_target,high,,,,,,,,,,,,,
c1899dc9d0de44c14bb2,2019-09-16,Allergan plc,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
5d6146cfb834da537fe3,2019-09-23,CAMBREX CORP,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
14355e7da2b6860bb5da,2019-09-23,ALDER BIOPHARMACEUTICALS INC,[],tender_offer_target,high,,,,,,,,,,,,,
80afa13946bc0eed8a18,2019-10-11,Dova Pharmaceuticals Inc.,[],tender_offer_target,high,,,,,,,,,,,,,
4071b1d6896f1da812d7,2019-10-17,AVEDRO INC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
3785ada8330a1e0a297d,2019-10-28,"Fibrocell Science, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
99aee86afc34ac2e03e7,2019-11-15,"Ra Pharmaceuticals, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
9808302131c3787e0458,2019-11-21,ACHILLION PHARMACEUTICALS INC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
2cde08601f3197d7e300,2019-11-25,MEDICINES CO /DE,[],tender_offer_target,high,,,,,,,,,,,,,
3c8a29fb7cb948712212,2019-12-16,"Audentes Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
c8efa94de60e1314cced,2019-12-17,ARQULE INC,[],tender_offer_target,high,,,,,,,,,,,,,
ae3162c261da92721673,2019-12-23,"Synthorx, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
b1359d1f26a40da7210f,2019-12-31,"Aevi Genomic Medicine, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
5aa5957098b67fa52958,2020-01-07,Foamix Pharmaceuticals Ltd.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
536b6d92c91f369bba0a,2020-01-22,"Dermira, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
d930d6161f85509c8cbd,2020-02-10,NEWLINK GENETICS CORP,"[""LUMO""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
f45ced988601dffa81de,2020-02-13,Mylan N.V.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
abd186656d91339c7d4b,2020-03-10,"Forty Seven, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
87ed38a10fbeebdab713,2020-03-19,PROGENICS PHARMACEUTICALS INC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
eb9897491b43fd54569e,2020-04-02,"Neon Therapeutics, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
ad5d4b52138d440d1e7a,2020-04-24,TETRAPHASE PHARMACEUTICALS INC,[],tender_offer_target,high,,,,,,,,,,,,,
4841a0ff798465e0882b,2020-04-29,"ZAFGEN, INC.","[""LRMR""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
a661706e069d4ca463d0,2020-05-12,STEMLINE THERAPEUTICS INC,[],tender_offer_target,high,,,,,,,,,,,,,
fe871fff4da61064e45d,2020-05-18,QIAGEN N.V.,"[""QGEN""]",tender_offer_target,high,,,,,,,,,,,,,
016765da728d01b67146,2020-05-27,PORTOLA PHARMACEUTICALS INC,[],tender_offer_target,high,,,,,,,,,,,,,
ad719b72d6d9c8b98fa2,2020-08-28,Principia Biopharma Inc.,[],tender_offer_target,high,,,,,,,,,,,,,
f0296384983fac0b9a6b,2020-08-31,Pfenex Inc.,[],tender_offer_target,high,,,,,,,,,,,,,
566e3809eb6da2d6fcd4,2020-09-02,MOMENTA PHARMACEUTICALS INC,[],tender_offer_target,high,,,,,,,,,,,,,
6d6df0ab6491c35531ab,2020-09-11,"CHAMPIONS ONCOLOGY, INC.","[""CSBR""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
227440a04f14c4f1b475,2020-09-14,"Aimmune Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
d3ba6dac22df9ff65d4b,2020-09-14,"AKCEA THERAPEUTICS, INC.",[],tender_offer_target,high,,,,,,,,,,,,,
f4271df2d7f6b9b16e9c,2020-09-24,IMMUNOMEDICS INC,[],tender_offer_target,high,,,,,,,,,,,,,
3ddc9ca1e131cbbca327,2020-10-09,"Cogent Biosciences, Inc.","[""COGT""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
bafadd0c86e941a72373,2020-10-15,"AMAG PHARMACEUTICALS, INC.",[],tender_offer_target,high,,,,,,,,,,,,,
aec80d20f651f5da2f44,2020-10-19,"MyoKardia, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
272ea24b8477a044255c,2020-11-02,BIOSPECIFICS TECHNOLOGIES CORP,[],tender_offer_target,high,,,,,,,,,,,,,
7f9d9ae96a44c70dc2fe,2020-11-02,"Neurotrope, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
7930fc60e84fbe174997,2020-12-07,LifeSci Acquisition Corp.,"[""VINC""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
5d151c55b3b41e65401c,2020-12-15,"Eidos Therapeutics, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
3cdc9501926ffd4f6a58,2020-12-15,"BridgeBio Pharma, Inc.","[""BBIO""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
73003166b4d6e1417f2f,2020-12-18,Tottenham Acquisition I Ltd,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
fffeb3f31514fba47b56,2020-12-22,Prevail Therapeutics Inc.,[],tender_offer_target,high,,,,,,,,,,,,,
7d1f5840898f8939a5c6,2020-12-29,"Cellular Biomedicine Group, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
b47a03020c0900829e6c,2021-01-29,Oxford Immunotec Global PLC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
c74ece601619826181de,2021-02-02,"NantKwest, Inc.","[""IBRX""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
925676497e6d22f2aadc,2021-02-09,"Neos Therapeutics, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
eb8ac53a9d17030cbd0c,2021-02-11,"AGIOS PHARMACEUTICALS, INC.","[""AGIO""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
0b9ee9435fb42ac3557a,2021-02-12,"Viela Bio, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
a49b75cf48718f941d05,2021-02-19,Urovant Sciences Ltd.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
93e780a5fa3f8209e539,2021-03-04,"Pandion Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
9d3fc483bb95f0c712cd,2021-03-12,"Tilray, Inc.","[""TLRY""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
fa65c5740cc2fbc3383f,2021-03-15,GW PHARMACEUTICALS PLC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
1dbbd5563e1fc3c82d94,2021-03-18,"FIVE PRIME THERAPEUTICS, INC.",[],tender_offer_target,high,,,,,,,,,,,,,
43e93623b39f9f7f33ef,2021-04-13,"ALEXION PHARMACEUTICALS, INC.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
e67d16e3c2d5e10f6cc6,2021-04-28,"PRA Health Sciences, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
4d5f2b3d4dd3284c833c,2021-05-14,Intec Pharma Ltd.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
6a5a1e6d99e311985717,2021-06-16,CONSTELLATION PHARMACEUTICALS INC,[],tender_offer_target,high,,,,,,,,,,,,,
50e3eeb1cb584cda3a2a,2021-07-02,"CHIASMA, INC",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
a288d08fb06b44494baf,2021-07-08,"Aerpio Pharmaceuticals, Inc.","[""AADI""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
b4f1f0064324f11b97a4,2021-07-15,Consonance-HFW Acquisition Corp.,"[""SRZN"", ""SRZNW""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
90a0383386b5e4735a57,2021-07-21,"Kindred Biosciences, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
11adff52fa04833aec0a,2021-07-29,XERIS PHARMACEUTICALS INC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
9bde7933d1324b0b3295,2021-07-29,Strongbridge Biopharma plc,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
3c0bfe2d2970290c1f67,2021-08-05,Chardan Healthcare Acquisition 2 Corp.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
af6291dd827fb2f433f6,2021-08-16,"Translate Bio, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
89bc1c29a436df09e29b,2021-09-27,Trillium Therapeutics Inc.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
5a89615f983a03665b04,2021-10-04,"Kadmon Holdings, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
a0ed48971431a633b586,2021-10-05,"Inotiv, Inc.","[""NOTV""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
f4ee39bac6223c55988e,2021-10-12,ACCELERON PHARMA INC,[],tender_offer_target,high,,,,,,,,,,,,,
f24f12c8e688e6041d1c,2021-10-12,Adamas Pharmaceuticals Inc,[],tender_offer_target,high,,,,,,,,,,,,,
b2e943c0dddafdfa9dfe,2021-10-21,"Advaxis, Inc.","[""ADXS""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
99b542235ad9508c8916,2021-10-22,Flexion Therapeutics Inc,[],tender_offer_target,high,,,,,,,,,,,,,
b134354b7923c92728b2,2021-11-24,Dicerna Pharmaceuticals Inc,[],tender_offer_target,high,,,,,,,,,,,,,
222e11bb6aea8ad4b996,2022-01-03,ARENA PHARMACEUTICALS INC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
1cf9f4eb25ca4a90bff6,2022-02-01,"ZOGENIX, INC.",[],tender_offer_target,high,,,,,,,,,,,,,
590309d813c7bcebf9f3,2022-02-14,BIODELIVERY SCIENCES INTERNATIONAL INC,[],tender_offer_target,high,,,,,,,,,,,,,
bfccaadcd10e8249fd2c,2022-02-14,Helix Acquisition Corp,"[""MLTX""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
f0e0f7f36ea20e062443,2022-04-11,QUIDEL CORP /DE/,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
126c8b0a7c9f4eeafa3f,2022-04-11,Ortho Clinical Diagnostics Holdings plc,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
07a2defcd45dcadeab78,2022-04-15,OTR Acquisition Corp.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
7fffc70f5fe46d2cb037,2022-05-02,"Checkmate Pharmaceuticals, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
bc010704f11c18e5000e,2022-05-05,Haymaker Acquisition Corp. III,"[""BTMD""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
7888330a5d22a0a7a80e,2022-05-13,Dynamics Special Purpose Corp.,"[""SNTI""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
ef1d9e40cc12c092058e,2022-05-16,"Sierra Oncology, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
6e052ba417facd77d0b4,2022-06-07,Entasis Therapeutics Holdings Inc.,[],tender_offer_target,high,,,,,,,,,,,,,
aee3c940cbe5977d525e,2022-06-10,Social Capital Suvretta Holdings Corp. III,"[""PROK""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
520029b12f1a295409f3,2022-06-13,"TherapeuticsMD, Inc.","[""TXMD""]",tender_offer_target,high,,,,,,,,,,,,,
73a8c2b1e6498ead30ec,2022-06-17,"Turning Point Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
2a68b1c6e56d848e74bd,2022-07-07,"F-star Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
5c911a699ab8a9fe3a5d,2022-07-12,"Epizyme, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
eadabd492158adb79b06,2022-07-13,"Radius Health, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
72794ae83c1a577ca6b1,2022-07-18,NEOGEN CORP,"[""NEOG""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
acc638866fb11450bcb3,2022-07-25,LA JOLLA PHARMACEUTICAL CO,[],tender_offer_target,high,,,,,,,,,,,,,
001c8b47a50390877ece,2022-08-09,"TYME TECHNOLOGIES, INC.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
e5f920d89c2dc143c857,2022-08-29,"Global Blood Therapeutics, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
2a4abfcf9d2d57a394fa,2022-08-30,Biohaven Pharmaceutical Holding Co Ltd.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
ba7cfd61520ee88fe4c9,2022-08-31,"Skye Bioscience, Inc.","[""SKYE""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
6eb004060197d8798de0,2022-09-02,Zymeworks Inc.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
274a1519d6fda8bcae4f,2022-09-08,MERIDIAN BIOSCIENCE INC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
ebb7e458002c72a2f8d3,2022-09-14,"ChemoCentryx, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
df833bb1bb21cc7b0b4b,2022-09-14,Zymergen Inc.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
4879c93e7039c967cc37,2022-09-15,"Forma Therapeutics Holdings, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
96acf0d3dcd51b7b573d,2022-09-30,Coeptis Therapeutics Inc.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
75e0b98bf558f99018e8,2022-10-06,"Silverback Therapeutics, Inc.","[""SPRY""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
25270b0a93a9a194b2e7,2022-10-07,AERIE PHARMACEUTICALS INC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
a92772ad2a21d8b1c47f,2022-10-07,IMARA Inc.,"[""ELVN""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
a0a2f4146ac6d5437e4b,2022-10-07,Ignyte Acquisition Corp.,"[""PKBO"", ""PKBOW""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
59c69b2f0ca9c6039c1a,2022-10-18,"LogicBio Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
23d609a41c048e753ee5,2022-10-26,APPLIED GENETIC TECHNOLOGIES CORP,[],tender_offer_target,high,,,,,,,,,,,,,
534764babbb24bde76d0,2022-10-31,"Akouos, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
7cdb2a55d99391926a83,2022-10-31,"Renovacor, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
24476d6dbd4b9b6d1b99,2022-11-07,Solid Biosciences Inc.,"[""SLDB""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
513f790f3928d7316799,2022-11-10,"Metacrine, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
8b03ee1c84094ea87051,2022-11-25,"AVEO PHARMACEUTICALS, INC.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
70b6378b0f9c0039e44e,2022-12-01,"Oyster Point Pharma, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
696cbe77a4819c73fd44,2022-12-12,"Imago BioSciences, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
cf806e51f2463f8eacc4,2022-12-12,"Ayala Pharmaceuticals, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
0259f98efd136c060986,2023-01-04,"OPIANT PHARMACEUTICALS, INC.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
d7b025330d2d8e0ed401,2023-01-23,"ALBIREO PHARMA, INC.",[],tender_offer_target,high,,,,,,,,,,,,,
c937ed8052ee3490403e,2023-01-23,Horizon Therapeutics Public Ltd Co,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
d7cf4c0d85e92f90ffac,2023-01-23,Myovant Sciences Ltd.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
5f40eb65849ab8e59926,2023-01-23,"CinCor Pharma, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
bc6bd48ec7b7000c08d5,2023-02-02,"CONCERT PHARMACEUTICALS, INC.",[],tender_offer_target,high,,,,,,,,,,,,,
b33534019fc79c76334f,2023-02-09,"GRAYBUG VISION, INC.","[""CALC""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
9c68ddfe3cb9f6d2457c,2023-02-14,"CHEMBIO DIAGNOSTICS, INC.",[],tender_offer_target,high,,,,,,,,,,,,,
ded3ec318051082f4aac,2023-02-21,Sio Gene Therapies Inc.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
34d363dee2dc92c78772,2023-03-06,Quotient Ltd,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
9ad4cc25e845241a16af,2023-03-24,"Provention Bio, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
97fb3f8fbb92b761a0e7,2023-03-27,"Jounce Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
004d1b5d4cb957a8e7da,2023-04-13,Adamis Pharmaceuticals Corp,"[""DMKPQ""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
12da705e859c126b8b62,2023-04-20,TCR2 THERAPEUTICS INC.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
e554788ef1dd19640cc1,2023-04-24,Seagen Inc.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
b27e416a0dd83cdc39ad,2023-05-05,"Satsuma Pharmaceuticals, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
6f109d0f7e688ad6ae40,2023-05-08,HESKA CORP,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
edca86245722b33ead14,2023-05-12,Priveterra Acquisition Corp.,"[""AEON""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
dd0ae7a2ea1a933eaf9c,2023-05-16,"Prometheus Biosciences, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
8be3fc371b452ea7e23c,2023-05-25,CTI BIOPHARMA CORP,[],tender_offer_target,high,,,,,,,,,,,,,
1a0f414aeab293c0fb11,2023-05-31,VectivBio Holding AG,[],tender_offer_target,high,,,,,,,,,,,,,
00c2f2b3fd51ec03d1e3,2023-06-05,"IVERIC bio, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
9273ad5779622f0b7f7b,2023-06-05,"Calithera Biosciences, Inc.","[""CALA""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
1ef89a89f8806630a0de,2023-06-06,"INFINITY PHARMACEUTICALS, INC.","[""INFIQ""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
2c2ff546dec5450f8854,2023-06-15,SPECTRUM PHARMACEUTICALS INC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
30bc90d53ae7f803b5ad,2023-06-20,"Cyclerion Therapeutics, Inc.","[""CYCN""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
20a0cc179140720727d8,2023-06-21,"GreenLight Biosciences Holdings, PBC",[],tender_offer_target,high,,,,,,,,,,,,,
a3c7a7e040a0e5f6f766,2023-06-27,"Syneos Health, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
6443e54a16f70942c839,2023-06-30,"DICE Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
e689b2d6858caeecf583,2023-06-30,"Apexigen, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
5582a0c07e30aa9055a5,2023-07-10,"CHINOOK THERAPEUTICS, INC.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
4f9e8d2de44f300ea593,2023-07-13,"Sigilon Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
0cff7bf4e0e4705f7578,2023-07-20,"CATALYST BIOSCIENCES, INC.","[""GYRE""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
40e65e337d5f226f8969,2023-07-26,"Surface Oncology, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
1060ea3ea20feab6fec5,2023-07-28,"PARDES BIOSCIENCES, INC.",[],tender_offer_target,high,,,,,,,,,,,,,
86f98c9533f599d7e85d,2023-08-02,"Paratek Pharmaceuticals, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
4f654f63784bda324046,2023-08-22,REATA PHARMACEUTICALS INC,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
374cd551df51f0fa3c37,2023-08-25,"Decibel Therapeutics, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
893ea9dcf9dd69421575,2023-08-28,"Zynerba Pharmaceuticals, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
598b5ebc7eb311549443,2023-09-05,SINOVAC BIOTECH LTD,"[""SVA""]",tender_offer_target,high,,,,,,,,,,,,,
41647ebede55140cf629,2023-09-12,"Timber Pharmaceuticals, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
b52034f4a9cb666d9d72,2023-09-14,"Thorne Healthtech, Inc.",[],tender_offer_target,high,,,,,,,,,,,,,
0c1baa2b083d57007ab7,2023-09-15,Ambrx Biopharma Inc.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
40e8073f3d9c2af65e88,2023-09-29,"Revolution Medicines, Inc.","[""RVMD"", ""RVMDW""]",merger_proxy_filer,review_required,,,,,,,,,,,,,
7a88b9c9fcf8d1cc8bf2,2023-09-29,"EQRx, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
920ac23734aa2570565a,2023-10-10,Acer Therapeutics Inc.,[],merger_proxy_filer,review_required,,,,,,,,,,,,,
b94c0d80efe4d46e8d10,2023-10-11,"INTERCEPT PHARMACEUTICALS, INC.",[],tender_offer_target,high,,,,,,,,,,,,,
a76adad447825ce2de0e,2023-10-12,"Cyteir Therapeutics, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
e10aa211479d2757861a,2023-10-13,POINT Biopharma Global Inc.,[],tender_offer_target,high,,,,,,,,,,,,,
a402f1930d1e2b477f7e,2023-11-02,"Mirati Therapeutics, Inc.",[],merger_proxy_filer,review_required,,,,,,,,,,,,,
56cec21112ccab4286d9,2023-11-13,Miromatrix Medical Inc.,[],tender_offer_target,high,,,,,,,,,,,,,
