owner_name,asset_count
"Medicenna Therapeutics, Inc.",2
Medigen Biotechnology Corporation,2
Medigene AG,2
Melt Pharmaceuticals,2
Mestag Therapeutics Limited,2
"MicrobiotiX Co., Ltd",2
MicuRx,2
Minerva Biotechnologies Corporation,2
"MingSight Pharmaceuticals, Inc",2
Minicircle,2
Minovia Therapeutics Ltd.,2
Moleac Pte Ltd.,2
Molecure S.A.,2
MonTa Biosciences ApS,2
Monument Therapeutics Limited,2
"Moogene Medi Co., Ltd",2
"Mural Oncology, Inc",2
Mylan Pharmaceuticals Inc,2
NATCO Pharma Ltd.,2
NEC Bio B.V,2
"NGGT (Suzhou) Biotechnology Co., Ltd.",2
NOBO Medicine,2
NTC srl,2
Nabiqasim Industries (Pvt) Ltd,2
"Nanjing Reju Therapeutics Co., Ltd",2
"Nanjing Yoko Biomedical Co., Ltd.",2
"Nanolattix Biotechnology Co., Ltd.",2
Natureceuticals Sdn Bhd,2
Nectin Therapeutics Ltd,2
Neela Therapeutics,2
"Nefro Avillion Clinical Development, LLC",2
NeoTX Therapeutics Ltd.,2
Nerviano Medical Sciences (Shanghai) Ltd.,2
NeuGATE Theranostics,2
Neurotech Pharmaceuticals,2
"New Cancer Cure-Bio Co.,Ltd.",2
"Newish Technology (Beijing) Co., Ltd.",2
"Newleos Therapeutics, Inc.",2
Next Life Sciences,2
"NextPoint Therapeutics, Inc.",2
"Nimbus Saturn, Inc.",2
"NingBo Junyan Hongshi Biosciences Co., Ltd",2
"Ningbo Newbay Technology Development Co., Ltd",2
"Nkarta, Inc.",2
Noema Pharma AG,2
Noorik Biopharmaceuticals AG,2
Norgine,2
"Norroy Bioscience Co., LTD",2
NorthSea Therapeutics B.V.,2
Nova Vita Laboratory,2
"NovaRock Biotherapeutics, Ltd",2
Novadip Biosciences,2
"Novatim Immune Therapeutics (Zhejiang) Co., Ltd.",2
NovelMed Therapeutics,2
NuSirt Biopharma,2
"Nuravax, Inc.",2
Nykode Therapeutics ASA,2
ONL Therapeutics,2
"Octant, Inc.",2
Ocus Innovation Ireland Limited,2
"Ocusun Ophthalmic Pharmaceutical (Guangzhou) Co., Ltd.",2
"OncoNano Medicine, Inc.",2
"OncoResponse, Inc.",2
OncoZenge AB,2
Oncotelic Inc.,2
Onyx Axiom,2
Opna Bio LLC,2
"Oramed, Ltd.",2
"OriCell Therapeutics Co., Ltd.",2
Orphalan,2
Oryzon Genomics S.A.,2
Otsuka Australia Pharmaceutical Pty Ltd,2
"Outpace Bio, Inc.",2
Oystershell NV,2
PDFE Pharma Innovations FZCO,2
Paradigm Therapeutics,2
"Pathos AI, Inc.",2
Peel Therapeutics Inc,2
PeptiDream Inc.,2
Phagenix,2
PharmaEngine,2
Pharmasoft,2
"Pharmicell Co., Ltd.",2
Phoenix Molecular Designs,2
"Pieris Pharmaceuticals, Inc.",2
"PleoPharma, Inc.",2
Pleryon Therapeutics (Hangzhou) Limited,2
PolTREG S.A.,2
Pop Test Oncology LLC,2
Portage Biotech,2
"Primmune Therapeutics, Inc.",2
Primus Pharmaceuticals,2
ProQR Therapeutics,2
"Prokrea BCN, S.L.",2
Protalix,2
Prove pharm,2
Psivac Ltd,2
Psoriasis Research Institute of Guangzhou,2
"Pulmovant, Inc.",2
"Puma Biotechnology, Inc.",2
"Pyrotech Therapeutics, Inc.",2
Quell Therapeutics Limited,2
Quetzal Therapeutics,2
"Quivive Pharma, Inc.",2
R3 Stem Cell,2
RDC Clinical Pty Ltd,2
RHEACELL GmbH & Co. KG,2
Racura Oncology Ltd,2
Rapamycin Holdings Inc.,2
"RasCal Therapeutics, Inc.",2
"Ray Therapeutics, Inc.",2
ReCode Therapeutics,2
"ReacX Pharmaceuticals, Inc.",2
Rebel Medicine Inc,2
"Regenexx, LLC",2
Renata PLC,2
RenovoRx,2
Repertoire Immune Medicines,2
"Repurposed Therapeutics, Inc.",2
Research Insight LLC,2
"Restem, LLC.",2
"Restore Biologics Holdings, Inc. dba Xtressé",2
RevBio,2
Ribocure Pharmaceuticals AB,2
Rigel Pharmaceuticals,2
Rion Inc.,2
Rondo Therapeutics,2
"Rophibio, Inc.",2
Rottapharm Biotech,2
SAPU NANO (US) LLC,2
SCAI Therapeutics,2
SFA Therapeutics,2
"SPH Qingdao Growful Pharmacetical Co.,Ltd",2
STORM Therapeutics LTD,2
SURGE Therapeutics,2
Sairopa B.V.,2
Salvat,2
Sam Chun Dang Pharm. Co. Ltd.,2
Sardocor Corp.,2
"Sarfez Pharmaceuticals, Inc.",2
"Scholar Rock, Inc.",2
Sebela Women's Health Inc.,2
Sedana Medical,2
Seismic Therapeutic AU Pty Ltd,2
"Semnur Pharmaceuticals, Inc.",2
"Sensei Biotherapeutics, Inc.",2
Sequential Medicine Ltd,2
SetPoint Medical Corporation,2
"Shanghai Escugen Biotechnology Co., Ltd",2
"Shanghai HEP Pharmaceutical Co., Ltd.",2
"Shanghai Haiyan Pharmaceutical Technology Co., Ltd.",2
Shanghai Qilu Pharmaceutical Research and Development Center LTD,2
Shanghai Salvectors Biotechnology LTD.,2
"Shanghai Simnova Biotechnology Co.,Ltd.",2
"Shanghai Synvida Biotechnology Co.,Ltd.",2
"Shanghai UniXell Biotechnology Co., Ltd",2
"Shanghai World Leader Pharmaceutical Co., Ltd.",2
"Shanghai Yuguan Biotech Co., Ltd.（Delonix Bioworks)",2
Shenzhen Hemogen,2
"Shenzhen MagicRNA Biotechnology Co., Ltd",2
"Shenzhen Wingor Biotechnology Co., Ltd.",2
Shenzhen Xinhe Biomedical,2
"Shine-On Biomedical Co., Ltd.",2
Sichuan Huiyang Life Science and Technology Corporation,2
"Sichuan Jishengtang Pharmaceutical Co., Ltd.",2
Sihuan Pharmaceutical Holdings Group Ltd.,2
Sinew Pharma Inc.,2
"Skingenix, Inc.",2
Sobereye Inc.,2
"Solarea Bio, Inc",2
Solve Therapeutics,2
"Sorrento Therapeutics, Inc.",2
Sound Biopharmaceuticals Ltd.,2
Sparrow Pharmaceuticals,2
SpectraCure AB,2
"Spectrum Pharmaceuticals, Inc",2
"Spine BioPharma, Inc",2
"Spirovant Sciences, Inc.",2
"Stamford Pharmaceuticals, Inc.",2
Starlight Therapeutics Inc.,2
"Starton Therapeutics, Inc",2
"StemCyte, Inc.",2
Stingray Therapeutics,2
Strand Therapeutics Inc.,2
"Sunhawk Vision Biotech, Inc.",2
"Suzhou Biomissile Pharmaceuticals Co., Ltd.",2
"Suzhou Centergene Pharmaceuticals Co.,Ltd.",2
"Suzhou HepaThera Biotech Co., Ltd.",2
"Suzhou Junde Biotechnology Co., Ltd",2
"Suzhou Junjing BioSciences Co., Ltd.",2
"Suzhou Kintor Pharmaceutical Inc,",2
Suzhou Ribo Life Science Co. Ltd.,2
"Suzhou Siran Biotechnology Co.,Ltd.",2
Suzhou Teligene Ltd.,2
Swiss Pharma Nigeria Limited,2
Syndax Pharmaceuticals,2
TCM Biotech International Corp.,2
"TICAROS Co., Ltd.",2
"TIXiMED, Inc.",2
TVAX Biomedical,2
"TWi Biotechnology, Inc.",2
Taivex Therapeutics Corporation,2
"Tanabe Pharma America, Inc.",2
Tanabe Pharma Corporation,2
Tarapeutics Science Inc.,2
"Tasly Biopharmaceuticals Co., Ltd.",2
Tavotek Biotherapeutics,2
Tecnoquimicas,2
"Tego Science, Inc.",2
Teligene US,2
Terremoto Biosciences Inc.,2
"Terrestrial Bio, Inc.",2
"Tetraphase Pharmaceuticals, Inc",2
The Skin Center Dermatology Group,2
TheiaNova Ltd.,2
Theradex,2
Theratocular Biotek Co.,2
Theravectys S.A.,2
Therorna,2
"Tianjin ConjuStar Biologics Co., Ltd.",2
"Tianjin Hemay Pharmaceutical Co., Ltd",2
Tiohundra AB,2
"Tourmaline Bio, Inc., a Novartis Company",2
"Travere Therapeutics, Inc.",2
Trellis Bioscience LLC,2
Treos Bio Limited,2
"TriSalus Life Sciences, Inc.",2
Triple Hair Inc,2
Trogenix ltd,2
"TrueLab Biopharmaceutical Co., Ltd",2
Tubulis GmbH,2
"Turning Point Therapeutics, Inc.",2
"Twinpig Biolab, Inc.",2
UTC Therapeutics Inc.,2
Ultragenyx Pharmaceutical Inc,2
Umoja Biopharma,2
Unlimited Biotechnology LLC,2
Usynova Pharmaceuticals Ltd.,2
"VM Oncology, LLC",2
"VSPharmTech Co.,Ltd.",2
Vaderis Therapeutics AG,2
"Valent Technologies, LLC",2
Vanarix SA,2
Var2 Pharmaceuticals,2
"Vaxcyte, Inc.",2
Vaxiion Therapeutics,2
Vector Y Therapeutics,2
Veloxis Pharmaceuticals,2
Vensica Therapeutics Ltd.,2
Venus Remedies Limited,2
VeonGen Therapeutics GmbH,2
Verdiva Bio Dev Limited,2
Verismo Therapeutics,2
Verity Pharmaceuticals Inc.,2
"Verve Therapeutics, Inc.",2
Viatris Innovation GmbH,2
"Vincerx Pharma, Inc.",2
Virchow Group,2
Virogen Biotechnology Inc.,2
Virogin Biotech Ltd.,2
Visirna Therapeutics HK Limited,2
"Vitruvian Medical Devices, Inc.",2
VivaCell Biotechnology España,2
"VivaTech International, Inc.",2
"Vivani Medical, Inc",2
"Volastra Therapeutics, Inc.",2
"Voronoi, Inc",2
"Walvax Biotechnology Co., Ltd.",2
"Wuhan Optics Valley Vcanbiopharma Co., Ltd.",2
Wuxi Cellular Biopharmaceutical Group Ltd.,2
"Xadcera Biopharmaceutical (Suzhou) Co., Ltd.",2
"Xantho Biotechnology Co., LTD",2
Xenothera SAS,2
"Xilio Development, Inc.",2
"XyloCor Therapeutics, Inc.",2
"YS Life Science Co., Ltd.",2
Yantai LNC Biotechnology Singapore PTE. LTD.,2
Yaqrit Ltd,2
"YolTech Therapeutics Co., Ltd",2
ZSky Biotech Inc,2
Zenith Epigenetics,2
"ZetrOZ, Inc.",2
Zhejiang ACEA Pharmaceutical Co. Ltd.,2
"Zhejiang Kanova Biopharmaceutical Co., LTD",2
"Zhejiang Yangli Pharmaceutical Technology Co., Ltd.",2
Zymeworks BC Inc.,2
iCamuno Biotherapeutics Ltd.,2
"iLeukon Therapeutics, Inc.",2
"iRegene Therapeutics Co., Ltd.",2
"iRenix Medical, Inc.",2
invoX Pharma Limited,2
pharmaand GmbH,2
RADIUS HEALTH INC,1
FLORIDA PHARMACEUTICAL PRODUCTS LLC,1
PERRIGO NEW YORK INC,1
AFT PHARMACEUTICALS US INC,1
OZANTRI LTD,1
INDICUS PHARMA LLC,1
CLINUVEL INC,1
GISKIT PHARMA BV,1
HOFFMANN-LA ROCHE INC,1
MYLAN INSTITUTIONAL LLC A VIATRIS CO,1
POM PHARMA LTD,1
BAXTER HEALTHCARE INTERNATI0NAL SPECIALTY THERAPIES DIV,1
LUITPOLD PHARMACEUTICALS INC,1
NX DEVELOPMENT CORP,1
BRILLIAN PHARMA INC,1
CHINA RESOURCES SAIKE PHARMACEUTICAL CO LTD,1
GRAVITI PHARMACEUTICALS INC,1
APDM PHARMACEUTICALS PRIVATE LTD,1
BRIGHAM AND WOMENS HOSP INC,1
CARDINAL HEALTH 414 LLC,1
JOHNS HOPKINS UNIV,1
THE GENERAL HOSPITAL CORP,1
UNIV ALABAMA AT BIRMINGHAM,1
UNIV TEXAS SOUTHWESTERN MEDCTR,1
UNIV WISCONSIN SYSTEM,1
WASHINGTON UNIV SCHOOL MEDICINE,1
TALICIA HOLDINGS INC,1
NEOS THERAPEUTICS,1
ORYZA PHARMACEUTICALS INC,1
LA JOLLA PHARMA LLC,1
VICURON HOLDINGS LLC,1
BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE,1
MDD US OPERATIONS LLC A SUB OF SUPERNUS PHARMACEUTICALS INC,1
NEOCUBES PHARMA LLP,1
SABA ILAC SANAYI VE TICARET AS,1
HIKMA PHARM CO LTD,1
ZEVRA DENMARK AS,1
AMIVAS INC,1
PIERREL S.P.A.,1
MCGUFF PHARMACEUTICALS INC,1
PLX PHARMA INC,1
MAP77 LLC,1
MERIDIAN MEDICAL TECHNOLOGIES LLC,1
CHEMOCENTRYX INC,1
BLUEPRINT MEDICINES CORP,1
AKARX INC,1
EUROHEALTH INTERNATIONAL SARL,1
AAIPHARMA LLC,1
LABORATOIRES DELBERT,1
METACEL PHARMACEUTICALS LLC,1
NORTON WATERFORD LTD,1
JANSSEN THERAPEUTICS DIV JANSSEN PRODUCTS LP,1
KADMON PHARMACEUTICALS LLC,1
STANDARD HOMEOPATHIC CO,1
ALPHA COGNITION INC,1
CHEMO RESEARCH SL,1
HERITAGE PHARMACEUTICALS LABS INC DBA AVET PHARMACEUTICALS LABS INC,1
STIEFEL LABORATORIES INC,1
VALEANT INTERNATIONAL SRL,1
LNHC INC,1
MC2 THERAPEUTICS LTD,1
THERACOSBIO LLC,1
BAUSCH HEALTH IRELAND LTD,1
LABORATOIRES JUVISE PHARMACEUTICALS,1
VILIN BIO MED LTD,1
DUTCH OPHTHALMIC RESEARCH CENTER INTERNATIONAL BV,1
VISUS THERAPEUTICS INC,1
EMERGENT BIODEFENSE OPERATIONS LANSING INC,1
EMERGENT BIODEFENSE OPERATIONS LANSING LLC,1
CENTAUR PHARMACEUTICALS PRIVATE LTD,1
VEROSCIENCE LLC,1
CALLIDITAS THERAPEUTICS AB,1
CORSTASIS THERAPEUTICS INC,1
BRAEBURN INC,1
EDENBRIDGE PHARMACEUTICALS LLC DBA DEXCEL PHARMA USA,1
WOCKHARDT LTD,1
NALPROPION PHARMACEUTICALS LLC,1
ACCORD HEALTHCARE INC USA,1
SANOFI AVENTIS US INC,1
EXELA PHARMA SCIENCES,1
CUSTOPHARM INC,1
LUKARE MEDICAL LLC,1
JAZZ PHARMACEUTICALS RESEARCH UK LTD,1
ZHEJIANG JIUZHOU BIOPHARMA CO LTD,1
ATON PHARMA INC,1
AYTU BIOSCIENCE INC,1
ONYX PHARMACEUTICALS INC A WHOLLY OWNED SUB OF AMGEN INC,1
ACCELRX LABS LLC,1
ISTX LLC,1
NANJING SIMCERE DONGYUAN PHARMACEUTICAL CO LTD,1
SK LIFE SCIENCE INC,1
LIVZON GROUP PHARMACEUTICAL FACTORY,1
COLGATE-PALMOLIVE CO,1
ECOLAB INC,1
KW GRIFFEN CO,1
MEDLINE INDUSTRIES INC,1
MOLNLYCKE HEALTH CARE,1
SAGE PRODUCTS INC,1
XTTRIUM LABORATORIES INC,1
PROFESSIONAL DISPOSABLES INC,1
NATCO PHARMA LIMITED,1
MAINPOINTE PHARMACEUTICALS LLC,1
DEVA HOLDING ANONIM SIRKETI,1
PRM PHARMA LLC,1
PHARMOBEDIENT CONSULTING,1
DECATUR MEMORIAL HOSP,1
UNITED GUARDIAN INC,1
MERIDIAN BIOSCIENCE ISRAEL LTD,1
HOPEWELL PHARMA VENTURES INC,1
ABRAXIS PHARMACEUTICAL PRODUCTS,1
BEACH PRODUCTS INC,1
GALDERMA LABORATORIES L P,1
GRANATA BIO CORP,1
LAVIPHARM SA,1
ROSEMONT PHARMACEUTICALS LLC,1
DOUGLAS PHARMACEUTICALS AMERICA LTD,1
HERITAGE LIFE SCIENCES BARBADOS INC,1
ANIMA PHARMACEUTICALS PVT LTD,1
AGEPHA PHARMA FZ LLC,1
BEIJING TIDE PHARMACEUTICAL CO LTD,1
COOPERSURGICAL INC,1
SEBELA WOMENS HEALTH INC,1
ANACOR PHARMACEUTICALS INC,1
NAPO PHARMACEUTICALS INC,1
BAUSCH AND LOMB PHARMACEUTICALS INC,1
VITRUVIAS THERAPEUTICS LLC,1
TEVA PHARMACEUTICALS INTERNATIONAL GMBH,1
JIANGSU ANBISON PHARMACEUTICAL CO LTD,1
ST JOHN PHARMACEUTICAL USA INC,1
HORIZON THERAPEUTICS USA INC,1
JAZZ PHARMACEUTICALS THERAPEUTICS INC,1
ALEXION PHARMACEUTICALS INC,1
EVEREST LIFE SCIENCES LLC,1
MYLAN PHARMACEUTICALS INC A VIATRIS CO,1
HANDA THERAPEUTICS LLC,1
MITEM PHARMA INC,1
BE PHARMACEUTICALS INC,1
MELINTA SUBSIDIARY CORP,1
NATCO PHARMA USA LLC,1
ASPEN GLOBAL INC,1
EYEPOINT PHARMACEUTICALS INC,1
COMMAVE SUB LLC A WHOLLY OWNED SUB OF COLLEGIUM PHARMACEUTICAL INC,1
OTSUKA AMERICA PHARMACEUTICAL INC,1
GALENICUM HEALTH SLU,1
NEURELIS INC,1
E5 PHARMA INC,1
SOLENO THERAPEUTICS INC,1
VALEANT PHARMACEUTICALS NORTH AMERICA,1
FOSUN PHARMA USA INC,1
VIFOR (INTERNATIONAL) INC,1
IMPEL PHARMACEUTICALS LLC,1
SATSUMA PHARMACEUTICALS INC,1
APP PHARMACEUTICALS LLC,1
INVATECH PHARMA SOLUTIONS LLC,1
UNICHEM LABORATORIES LIMITED,1
GUANGDONG SUNHO PHARMACEUTICAL CO LTD,1
ZHUHAI BEIHAI BIOTECH CO LTD,1
PFIZER PHARMACEUTICALS PRODUCTION CORP LTD,1
CHIMERIX INC,1
AYANA PHARMA LTD,1
AMNEAL PHARMACEUTICALS HOLDINGS GMBH,1
CHATTEM INC,1
LUNDBECK NA LTD,1
MSN PHARMACEUTICALS INC,1
SECURA BIO INC,1
RESILIA PHARMACEUTICALS INC,1
STEALTH BIOTHERAPEUTICS INC,1
AIZANT DRUG RESEARCH SOLUTIONS PVT LTD,1
AMPHASTAR PHARMACEUTICAL INC,1
HEBEI CHANGSHAN BIOCHEMICAL PHARMACEUTICAL CO LTD,1
XCOVERY HOLDINGS INC,1
BRIGHTGENE BIO-MEDICAL TECHNOLOGY CO LTD,1
ADAMIS PHARMACEUTICALS CORP,1
KALEO INC,1
TETRAPHASE PHARMACEUTICALS INC,1
JIANGXI KVVIT PHARMACEUTICAL CO LTD,1
ASCEND THERAPEUTICS US LLC,1
VERTICAL PHARMACEUTICALS LLC,1
KAI PHARMACEUTICALS INC A WHOLLY OWNED SUBSIDIARY OF AMGEN INC,1
STERIMAX INC,1
AGILE THERAPEUTICS INC,1
PARKE-DAVIS DIVISION OF PFIZER INC,1
JANSSEN RESEARCH AND DEVELOPMENT LLC,1
KERYX BIOPHARMACEUTICALS INC,1
HEYL CHEMISCH PHARMAZEUTISHE FABRIK,1
SHIELD TX UK LTD,1
VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA FRANCE,1
TIME CAP LABORATORIES INC,1
FONSECA BIOSCIENCES LLC,1
BIOCON LTD,1
EZRA VENTURES LLC,1
HEC PHARM CO LTD,1
SPROUT PHARMACEUTICALS INC,1
LANTHEUS BIOSCIENCES LTD,1
PFIZER CENTRAL RESEARCH,1
WOODWARD PHARMA SERVICES LLC,1
BRIGHAM AND WOMENS HOSP,1
CHILDRENS HOSP MICHIGAN,1
ISOLOGIC INNOVATIVE RADIOPHARMACEUTICALS LTD,1
KETTERING MEDCTR,1
MASSACHUSETTS GENERAL HOSP,1
NORTHLAND NUCLEAR MEDICINE LLC,1
PHARMALOGIC HOLDINGS CORP,1
QUEEN HAMAMATSU PET IMAGING CENTER,1
TRUSTEES OF THE UNIV OF PENNSYLVANIA,1
UNIV MICHIGAN PET RADIOPHARMACEUTICAL PRODUCTION PROGRAM,1
UNIV SOUTHERN CALIFORNIA DBA USC MOLECULAR IMAGING CENTER,1
UNIV TEXAS MD ANDERSON CANCER CENTER,1
WASHINGTON UNIV SCH MEDICINE CYCLOTRON FACILITY,1
ALIMERA SCIENCES INC,1
LANDELA PHARMACEUTICAL,1
TELIGENT PHARMA INC,1
GLAXO GROUP LTD DBA GLAXOSMITHKLINE,1
RESPIRENT PHARMACEUTICALS CO LTD,1
BEIJING SCIECURE PHARMACEUTICAL CO LTD,1
MYLAN PHARMACEUTICALS INC.,1
CLINIGEN HEALTHCARE LTD,1
SCIECURE LABORATORIES INC,1
HBT LABS INC,1
SCPHARMACEUTICALS INC,1
SQ INNOVATION INC,1
GUERBET,1
RADIOMEDIX INC,1
TELIX INNOVATIONS SA,1
UNIV CALIFORNIA LOS ANGELES,1
UNIV OF CALIFORNIA SAN FRANCISCO,1
IMPAX PHARMACEUTICALS,1
PFIZER PHARMACEUTICALS LTD,1
FABRE KRAMER PHARMACEUTICALS INC,1
ITALFARMACO SPA,1
HYBIO PHARMACEUTICAL CO LTD,1
HORIZON THERAPEUTICS US HOLDING LLC,1
INTRA-SANA LABORATORIES LLC,1
DAVIS AND GECK DIV AMERICAN CYANAMID CO,1
PHOTOCURE ASA,1
WATSON LABS INC,1
MYLAN PHARMACEUTICALS,1
PRECISION DERMATOLOGY INC,1
ALKALOIDA CHEMICAL CO ZRT,1
THERAVIA PHARMA,1
PHARMACYCLICS LLC,1
AVEMA PHARMA SOLUTIONS,1
MCNEIL CONSUMER PRODUCTS CO DIV MCNEILAB INC,1
P AND L DEVELOPMENT LLC DBA PLD DEVELOPMENTS LLC,1
AMARIN PHARMACEUTICALS IRELAND LTD,1
SHORLA ONCOLOGY,1
BWXT ITG CANADA INC,1
NOVADAQ TECHNOLOGIES ULC,1
RENEW PHARMACEUTICALS LTD,1
ISOTEX DIAGNOSTICS,1
INTAS PHARMACEUTICALS USA,1
LIFSA DRUGS LLC,1
PIRAMAL PHARMA LTD,1
ZUREX PHARMA,1
SABA ILAY SANAYI VE TICARET AS,1
KYOWA KIRIN INC,1
ARBOR PHARMACEUTICALS LLC,1
E5 PHARMA LLC,1
R-PHARM US LLC,1
KRAMER LABORATORIES INC,1
RAYNER SURGICAL INC,1
EMMAUS MEDICAL INC,1
RENOVA PHARMACEUTICALS LLC,1
PRODUCT DEVELOPMENT PARTNERS LLC,1
FRESENIUS KABI AUSTRIA GMBH,1
OWP PHARMACEUTICALS INC,1
AOP HEALTH US LLC,1
IPSEN PHARMA BIOTECH SAS,1
BARR LABORATORIES INC A WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,1
ARROW INTERNATIONAL LTD,1
PHARMING TECHNOLOGIES BV,1
BARR PHARMACEUTICALS,1
ABBVIE ENDOCRINE INC,1
TOLMAR INTERNATIONAL LTD,1
ACCORD BIOPHARMA INC,1
INTRABIO INC,1
TEVA PARENTERAL MEDICINES INC,1
APRECIA PHARMACEUTICALS LLC,1
OVERSEAS PHARMACEUTICALS LTD,1
ALLERGAN PHARMACEUTICAL,1
DR REDDYS LABORATORIES LIMITED,1
SANKALP LIFECARE INC,1
STRONGBRIDGE DUBLIN LTD,1
FOUNDATION CONSUMER HEALTHCARE LLC,1
MEDICINES360,1
PIRAMAL CRITICAL CARE LTD,1
MEDRX USA INC,1
NAL PHARMACEUTICAL GROUP LTD,1
TEIKOKU PHARMA USA INC,1
AFAXYS PHARMA LLC,1
POWDER PHARMACEUTICALS INC,1
CRESCITA THERAPEUTICS INC,1
INTERCEPT PHARMACEUTICALS INC,1
BIOCORRX PHARMACEUTICALS INC,1
FOUNDATION CONSUMER BRANDS LLC,1
INSTAPILL PRIVATE LTD,1
NOVA PNEUMA INC,1
SUCAMPO PHARMA AMERICAS LLC,1
INTRA-CELLULAR THERAPIES INC,1
SUNOVION PHARMACEUTICALS INC,1
VANCOCIN ITALIA SRL,1
ADVANCED ACCELERATOR APPLICATIONS USA INC,1
SEASONS BIOTECHNOLOGY (TAIZHOU) CO LTD,1
DIALYSIS SUPPLIES INC,1
PHARMAXIS EUROPE LTD,1
HELSINN BIREX PHARMACEUTICALS LTD,1
NANJING DELOVA BIOTECH CO LTD,1
DELCATH SYSTEMS INC,1
MEDLEY PHARMACEUTICALS LTD,1
VITRUVIAS THERAPEUTICS INC,1
STASON PHARMACEUTICALS INC,1
BROOKS STERISCIENCE LTD,1
KLM LABORATORIES PRIVATE LTD,1
METHAPHARM INC,1
DBL PHARMACEUTICALS INC,1
MONTEREY PHARMACEUTICALS LLC,1
ROSEMONT PHARMACEUTICALS HOLDINGS INC,1
THERAKOS DEVELOPMENT LTD,1
MYLAN TECHNOLOGIES INC A VIATRIS CO,1
NEOS THERAPEUTICS INC,1
ANDOR PHARMACEUTICALS LLC,1
IRONSHORE PHARMACEUTICALS INC A WHOLLY OWNED SUB OF COLLEGIUM PHARMACEUTICAL INC,1
LANNETT COMPANY INC,1
NEXTWAVE PHARMACEUTICALS INC,1
NEXTWAVE PHARMACEUTICALS INC A SUB OF TRIS PHARMA INC,1
TIANJIN KINGYORK PHARMACEUTICALS CO LTD,1
MELINTA THERAPEUTICS LLC A WHOLLY OWNED SUB OF CORMEDIX INC,1
PHARMADAX INC,1
VISUM PHARMACEUTICAL CO LTD,1
XTM CONSULTING LLC,1
ACTAVIS PHARMA INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,1
RAFA LABORATORIES LTD,1
NOVUGEN PHARMA MALAYSIA SDN BHD,1
DANCO LABORATORIES LLC,1
EVITA SOLUTIONS LLC,1
GENBIOPRO INC,1
KNIGHT THERAPEUTICS USA INC,1
ORAPHARMA INC,1
PURE SOURCE LLC,1
ASTELLAS PHARMA GLOBAL DEVELOPMENT INC,1
ACQ PHARMA LLC,1
INTERSECT ENT INC,1
BANNER LIFE SCIENCES LLC,1
DAVA PHARMACEUTICALS INC,1
AYRMID PHARMA LTD,1
MEDICINES DEVELOPMENT FOR GLOBAL HEALTH,1
WUXI FORTUNE PHARMACEUTICAL CO LTD,1
ZHEJIANG HISUN PHARMACEUTICAL CO LTD,1
EMERGENT OPERATIONS IRELAND LTD,1
HARM REDUCTION THERAPEUTICS INC,1
STERINOVA INC,1
ZMI PHARMA INC,1
ASCENDIS PHARMA GROWTH DISORDERS AS,1
AGOURON PHARMACEUTICALS LLC,1
ELITE PHARMACEUTICAL SOLUTION INC,1
FLEX PHARMA LLC,1
SWEDISH ORPHAN BIOVITRUM AB PUBL,1
AIRGAS THERAPEUTICS LLC,1
VERO BIOTECH INC,1
EVUS HEALTH SOLUTIONS LLC,1
POHL BOSKAMP,1
NOVAST LABORATORIES CHINA LTD,1
ALLERGAN INC,1
MYLAN SPECIALTY LP A VIATRIS CO,1
BIOGEN US CORPORATION,1
GLW PHARMA GMBH,1
RILEY CONSUMER CARE LLC DBA CARLIN CONSUMER HEALTH,1
OCUVEX THERAPEUTICS INC,1
MELINTA THERAPEUTICS LLC,1
BEIJING JIALIN PHARMACEUTICAL CO LTD,1
MYCOVIA PHARMACEUTICALS INC,1
HOSPIRA WORLDWIDE PTY,1
PROTEGA PHARMACEUTICALS INC,1
RVL PHARMACEUTICALS INC,1
ST RENATUS LLC,1
SOBI INC,1
ON TARGET LABORATORIES INC,1
LUYE INNOMIND PHARMA (SHIJIAZHUANG) CO LTD,1
ASCENDIS PHARMA BONE DISEASES AS,1
KNACK PHARMACEUTICALS INC,1
VIFOR PHARMA INC,1
APELLIS PHARMACEUTICALS INC,1
LUMICELL INC,1
X-GEN PHARMACEUTICALS INC,1
LANTHEUS MEDICAL IMAGING INC,1
ACTAVIS LABORATORIES INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,1
DR REDDYS LABORATORIES EU LTD,1
FAMYGEN LIFE SCIENCES INC,1
SEPTODONT HOLDING SAS,1
ALCON RESEARCH LLC,1
PARAGON BIOTECK INC,1
APHELION LLC,1
PROGENICS PHARMACEUTICALS INC,1
ORASIS PHARMACEUTICALS LTD,1
FRESENIUS KABI ANTI INFECTIVES SRL,1
SHANDONG ANXIN PHARMACEUTICAL CO LTD,1
LOXO ONCOLOGY INC,1
KOWA CO LTD,1
SAWAI USA INC,1
BOSTON SCIENTIFIC CORP,1
CHEMISCHE FABRIK KREUSSLER & CO. GMBH,1
SHREE HARI INTERNATIONAL LLC,1
PINNACLE BIOLOGICS INC,1
SCHERING CORP,1
WELDING GMBH AND CO KG,1
ANBEX INC,1
ALLEGIANCE HEALTHCARE CORP,1
